reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEPfgWqqI78KO_Hrq8B-RIGLS-DWTay1HYaEaFs8pkZipz-wDgiTVWL-OfJqY8Qtb4pVXKxpnTCG21rPA,Akshay Raja,https://play-lh.googleusercontent.com/a-/AOh14GhYUIs7GtFLWuUm2rpkvgyU_SgiF8chsjDIOelnRA,"Amazing app, helped me a lot for file recovery, highly recommended. Keep it up!",5,4,2.21.101.06.30,2021-03-25 20:55:19,,
gp:AOqpTOERhm8Tf070bm_WlAaImW3sdRL8QdijveKAeZxZqnbjPUP-R4H4qBONvCfINGBe59ycczrV5Z0LDRMSaQ,Aman Patel,https://play-lh.googleusercontent.com/a-/AOh14GjX6mrcCOUB0h3vx405HBFvQd59inYfb9h5k98bHw,"It best and most secure app for storing files, photos,videos and notes.",5,2,2.21.101.06.44,2021-04-02 20:54:43,,
gp:AOqpTOESBKe5C0xIv6iz124hzmUB0pY-99j30r0xHohqBToOXnqLnjdmIFUCWRhJOQpv654ezdhwttNXA7NDfw,Harine,https://play-lh.googleusercontent.com/-X0wVDVFV-c8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnu3OkBO3BvDpOanhRXxeLk9Pr-Kw/photo.jpg,"Drive is very good. Speechless. I don't know whether Google as launched this product like Office (from Microsoft) in which we can create any PowerPoint, Excel Sheet , PDF , Scanner, etc,. But Drive is extraordinary. Thank you.",5,15,2.21.021.04.42,2021-02-03 14:56:20,,
gp:AOqpTOGm7jzW7WfBfOKaHjbUiKprtKUlb2UFXwLGFr2Cuku4zn0cSMZTUdfsT47Ylf9Xvf_1XMYMg1_ytGnnQA,Franze Santos,https://play-lh.googleusercontent.com/a-/AOh14Gg0DHzdNgogUQKmop3_a7qnHRcRyIneGJSFmqF78w,"After updating Google Drive, I couldn't upload files any more, keeps on telling me to ""check you internet connection"". It was good before, now it's really bad. And yes I used a different wifi connection after seeing this error Edit: Nevermind, google drive works wonders now",5,18,2.21.061.04.40,2021-02-28 06:49:06,"Hi, Franze. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA Hope this helps!",2020-11-01 03:26:27
gp:AOqpTOF6P-BlFB0J302sb68Dpb_VuFktp5ozK_tL62-_14exvUjHdOt7gTAZmnFs85zPT0xD28BA9aSY_NW84g,ahmedhusen saiyad,https://play-lh.googleusercontent.com/a-/AOh14GivIwv313NBTA0an_MgRqju3zrdwQaLKpxDgEqA7Q,"One of the best to stote IMP Data, Contact & many more items... It also use for data transfer",5,1,2.21.101.06.45,2021-03-24 17:43:34,,
gp:AOqpTOHkJIwAEYfEeOFX-0Bnvso2cc1bjy9ipodLV3UpwP8vkpzBdMi77JV6BW6dmX2BYKHkZLK2Y8SBFc67Nw,zero point,https://play-lh.googleusercontent.com/a-/AOh14GiSkz7ILHyDrqG7C-YEp0pbKKKVmCgWt1lssXyP,The best one and easy to handle while providing the link I tried one drive for long time and everytime I was stumbled one problem to another one but now am using Google drive for quite a while and didn't face any Kindda problem worth 5 ⭐,5,1,2.21.061.04.44,2021-03-25 11:46:24,,
gp:AOqpTOEk-Wm2zGoREns59DvLsdb-66G0iAtycsFU9XkBjDy6rVxVC8m3mjqRNb1pinIFgEFPj0Lh9QEYM0kQzA,SherriLee Slade,https://play-lh.googleusercontent.com/a-/AOh14GjdyDPXodIL5GbsHqhJ_0zHIynlHKHdSW_nILD18g,I love this application. I use it for not only my family photos but also for Rescue animals that come in to the farm. It helps with keeping things in order.,5,13,2.21.081.03.33,2021-03-18 17:58:45,,
gp:AOqpTOGUrf1fNuyBA4qFdYGRHRU3i8bo0fo-jLtRIS6AzsLfSu0av2PPIPtNx7I9wSQRu0NYRdc7jevEBwMdMQ,Chrissy Flecher,https://play-lh.googleusercontent.com/a-/AOh14GiYNQyACBX52yBF-ZqYQwWouSHZNsYncssI5qlhXQ,"Great for swapping phones, tablets, and computers etc etc. It's definitely saved us a lot of heartache when loosing PHOTOGRAPHS, emails, documents and much more. I'd advise you to go ahead with the installation....",5,24,2.21.021.04.45,2021-01-25 21:34:41,,
gp:AOqpTOHgrrpgYKIbzg4A-dZ1TYcHZt4savnuR0uPfyTnfKuQw22GMQhQWtf51haRWzKQxRHZHpSsLKtSvk7-Aw,nwafor emenike,https://play-lh.googleusercontent.com/-Pw0JS4TDPrg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnJcMpN6PNso49QPHAdDR59OCSRQA/photo.jpg,Good app. It has helped to keep my documents intact.,5,0,2.21.121.05.44,2021-04-08 15:30:09,,
gp:AOqpTOGNF0Z1j7z3dSmVSUWo3CnoNeltWHqbBXNrXh2M8nTvpHgh45eRXnXMD-_yQFcGZJGum4FkaGKpdpavvQ,Alif Zahid Ishak,https://play-lh.googleusercontent.com/a-/AOh14Gib9LYJO1TZvah187OaLC64-_g8tNDje8siKvA0kw,I experienced some issues and the team quickly reached out to me to help solve my problem. Good job! I will continue to use Google Drive since it has the largest free storage and very user friendly.,5,16,2.21.041.03.45,2021-02-20 08:15:52,"Hi, Alif. Let's connect you with our Support Team for help. Go here to get a call back: https://goo.gl/LcAuFy. Hope this helps!",2021-02-19 00:06:54
gp:AOqpTOENwuclfV5qfVhLwIEjZU3-kV8UwGaWapjaOS5k6nfoGvVHrBw1ojw7XvUlhl0NMdQvZ1ehEGXHgipTpQ,Nakul Ranjan,https://play-lh.googleusercontent.com/a-/AOh14GjDWDPSZ8HmkjTIDneqZQ_GHygsb_WdWQEQqRzEyg,"Alert : Big issues:::Although it is very nice app to store data. But nowadays it is always showing waiting for network , even my network connection is excellent. This app is even not able to upload even a single picture.",5,13,2.21.021.04.40,2021-01-24 09:23:16,,
gp:AOqpTOFakI8Aa6Wpvlabb9mzUZa_Zmnb3vcGOTCCC9X0Ykt66cWbz49_O8pkm7tQR8L7nwLQ_M0gGqqnLpBiXg,Harshit Thakur,https://play-lh.googleusercontent.com/a-/AOh14Ghv_EjCI9vVJ07AcDOyADSp372MRI4q0sYj4JIwaw,I like this app too much because we can save our memories without expending storage...,5,0,2.21.101.06.40,2021-03-31 20:56:01,,
gp:AOqpTOEFy4Vik-OIPpWxsNkhijzqpFV3bmiGtwNAOx-ThiUgQC8uV3BsoPCeX5V3YBJuzEurOJ3bTX2wHVjjjQ,Daniel Chris Ronan,https://play-lh.googleusercontent.com/a-/AOh14Ggxt9m8g27DC1xjWlq3VjtNfzvfaiMaKxKMFBbDUw,"After updating to Android 11, this app would not upload a single thing for my phone. Especially when trying multiple files uploads. here's how I fixed it, I uninstalled this app, and then reinstalled it and it worked perfectly again!",5,7,2.21.061.04.45,2021-03-03 21:08:59,,
gp:AOqpTOEkxWtoirHrnkCvusVKaWsVN-uQHoQGOtnqxFfW708XwMiR0buVqll7B1zOX3GHKaNPMbapNLVHA1isLA,M Sarma,https://play-lh.googleusercontent.com/-X2xYlGF5VKg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmoAQ53uDSFOxGJrmr_WK6l_abWSg/photo.jpg,Awesome navigation experience in accessing files and storing them.,5,0,2.21.121.05.45,2021-04-07 22:26:09,,
gp:AOqpTOHfCXQwYac2pyPJXXM9P-2QZ7N7VtO38Bjo_I3gpmndwrQZztpiPUV6PFR80vjvfvKPdCoEKB-hq4Accw,Ro Z P ReZ,https://play-lh.googleusercontent.com/a-/AOh14GgB0GTbg7FC7MLmbwljUhRqnOgVBz3OKZzRjLrK0S0,"I prefer Google Drive over all clouds I have utilized. Now, if only Google Drive can get on board with the feature of cropping your documents within the fil/folder instead of forcing me to add another app to download. Also, adding signature option would be great!",5,6,2.21.021.04.40,2021-02-04 02:00:13,,
gp:AOqpTOEANXc290OlfD518IPbM4oFGf6fg1Ynpe-xu64bluV5AJhRJJfZZvX9hh2Qj20fce2FI4lAJG95C1nhBw,Benjamin Ben,https://play-lh.googleusercontent.com/a-/AOh14Gic3IF6ezXNxkeozsLjd1eUrtELnyQuVXbZZbW2RQ,"Tip top. Simple. Intuitive. For beginers and experts. Solid multi- Platform /Device fluidity. Creatively versitile. I love to pair this app up with more creative editing apps that lack its highly functional utility services and enormous FREE cloud storage capacity. Thanks, Google Drive.",5,21,2.21.061.04.43,2021-03-03 07:20:52,,
gp:AOqpTOFbrdWtuO9FwBZa99gfkL0dcluvYHm9_QTzRKxeJj0WNuT1L6QBampF2X3pgCAQ6E6ape5y1P-tXnIzmA,Allyne Holz,https://play-lh.googleusercontent.com/a-/AOh14GhspRXEb8dKhDzHCn8V3BZ78AolVf_It_4WOyHfNw,"I used to have folders set up. I used to have file sorted asphalt alphabetically. I used to be able to access them. Now all I get is ""recent"" Cy seems to pictures from today to 2019 (that's when I stopped scrolling). What is this garbage app I've updated?",5,13,2.21.081.03.45,2021-03-09 06:52:20,"Hi, Allyne. Let's connect you with our Support Team for help. Go here to get a call back: https://goo.gl/LcAuFy. Hope this helps!",2021-03-09 06:27:22
gp:AOqpTOFficPxuNEH3nND91DHE_whzdUKz6WTPd4yeAySvPYfCsC8E44FCX7DS0_Fqo_ysNfEF2MvBkjMwnir3A,Ariba Ansari,https://play-lh.googleusercontent.com/a-/AOh14Gi3SVX3191di1sUHGuW6MsBZ59bbe-xU58KbQxLLg,"Overall the best app for uploading your stuff in cloud storage but lately it's been troubleshooting a lot. I can't change my folder colours, some folders don't show up and all I uploading doesn't show up. I really do want to colour code my folders.",5,18,2.21.021.04.34,2021-02-05 20:50:11,,
gp:AOqpTOEJaZTD8RzC7x31UqoWP94gFzdn0IJS2l8hIPzyRlhh3i-O0LEmc3xelI10rcwGtYxONXltwdzDAytjLA,Anvay Ghare,https://play-lh.googleusercontent.com/a-/AOh14GiG0JutFop5cyVkjEYZsxkpMp65_Ulb5HSBCz7jFA,"BEST APP to backup your data and securely upload it to cloud. Moreover it has an inbuilt scanner which can scan documents, PDFs and has the capability of sharing and uploading at a same time. Best Application!!!!!!!",5,24,2.21.081.03.45,2021-03-09 08:59:48,,
gp:AOqpTOGZtMMstdgfWO5aDSJHkqysc-26koW083GmKm5xvg84wOCTVqAtJWvGwc6VBxuVX6uvR7MhVMyqsmp-GA,Fatin Arifin,https://play-lh.googleusercontent.com/a-/AOh14Gh1yrQD9a__rDCTcSdLuRDhlfDLZDBsczEoKwA2wKY,Google automatically cancelled my subscription sometime in Aug/Sept 2020 when I got upgraded to Google One. Have not been able to purchase Google drive anymore since then as Google One is not available in Brunei. Tried doing the VPN thing but still doesnt work. Now I am unable to receive anymore emails as my storage gravely exceeds the 15GB limit.,5,6,2.21.041.03.40,2021-02-14 10:53:29,,
gp:AOqpTOHY3BmfrYAeRW6RrePv8qX_xn2ryLvhiRt-aHiNLZNlUH23Uf39B9wDFtfimsTmrvWVE2wP9dLDOc0u4g,Linda Klein,https://play-lh.googleusercontent.com/a-/AOh14GhgPfXNIk4GXott8rQvKvEj4mkqCr-4tPnQUTUnqA,When running its great but Google hasn't been running for two days. Locked out of my email,5,0,2.21.101.06.45,2021-03-24 20:15:52,,
gp:AOqpTOF7SK8be-vCtwYwQQ-qTQKSoFw9NWaeFv_bbdFI-QsW83owpK9hQzfzsVmTKj6__srymk4KMn21UaCs8A,Rayven Jenkins,https://play-lh.googleusercontent.com/a-/AOh14GjzAPFb0U7NUkCK_rZUZGEMRMS8Kz4weBYMUKXu,It works for what i need and is not diffucult to navigate.,5,1,2.21.101.06.42,2021-03-29 13:51:39,,
gp:AOqpTOHPdb6rQNqZb-j8ai_ZRG-8CFJiJCJHOkQvbZcVleaxIPh7_U1FiA48mmAKMHBBDur-gfTcgaHOqNGhGg,Dhumraj dhuma,https://play-lh.googleusercontent.com/a-/AOh14GjxACSZNNUpX36gkEZ71YDqiqKOP--ET86QMR8mNg,"This app is very useful for us....because if we have not enough storage in our phone then we can store our data, photo and videos here . It keeps our data secure and we can find our data anytime...from this app....so i like this app...",5,10,2.21.021.04.40,2021-02-08 17:11:12,,
gp:AOqpTOE_0VT_5vhT5ZSCyRI9ny3k2O3w2p3hC5bufwnUivaY2EcF3bVyOgfWg09vO6TOozuvq1aQ8xuiXWsS5Q,REJ,https://play-lh.googleusercontent.com/a-/AOh14Gi6ioL132BJteml78Wlk7gxi8nYkUyX5V7QtNCgBQ,"Finally! You already fixed the uploading issue! Thank you! 😘👍🏻 For those who still experiencing difficulties in uploading, try to uninstall and reinstall the app. This will work 101%. 👌🏻",5,26,2.21.047.02.44,2021-02-18 10:07:31,Hi there. Have you tried to upload the file to Google Drive using a different network? Hope this helps.,2021-01-19 03:56:48
gp:AOqpTOFQVvbQLX-QkDl6C5gP-ePSdRoJlJtqDaJDEJGGVeZPYC_VamCNPihJ4E8QHDW0qhF-l3aYp92OrT3n5A,Arfa Iram,https://play-lh.googleusercontent.com/a-/AOh14GgQoWwnQ01aw3vkmBCX8-QoIne3pIfeNpwzUFmyKA,"I love this update of Google drive videos section. Previously, the captions button won't work properly and we will able to forward the video only 30 secs which was difficult but now the new update has better options. Thanks you google",5,11,2.21.047.03.45,2021-03-07 05:34:43,,
gp:AOqpTOGy3x7u4h9HuHgVWVbf96tA4dw-CDXP_YKL65YlB0492uxpjcgOayPI9cic1zo-C_9BIZcdKZ-kxKrkIw,Ali Abbas Larik,https://play-lh.googleusercontent.com/a-/AOh14Gjb9uzGpwAACT-3lJQzy2EmxTqMQ6IXn-ncvmJ7,The best app I have ever used the only problem is that my files keep on getting deleted no-one uses my device so noone in person deleted it it must've been a glitch so pls fix it,5,0,2.21.101.06.45,2021-03-31 15:53:13,,
gp:AOqpTOG2yLc0edPS9dbaU1mfj9_HpAOeG8A5M69yo7uLC24MRkrmt89LESb_VVvsOu9j90cf6gsFbEoJLZBFEg,Emery Johnson,https://play-lh.googleusercontent.com/-ZRg2GO1cbSc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnUEUbB8V8qNqPF4PUglKHxewL5rw/photo.jpg,This one of the if not the best file explorer app that exists. If the user has any advanced technology skills the app allows the user to access the root operating system in your device,5,3,2.21.101.06.40,2021-03-22 21:45:05,,
gp:AOqpTOG-LBO0klIlhXGUz4hsrjhQEoevcrYi301rZPt680ji_LCKO76SM_Ul10z8qymsOBpCbKsMJqlKuV---A,Roel Hangsing,https://play-lh.googleusercontent.com/a-/AOh14GipNJzfBtj_j9uuw-DMq1lnvaznIBnTBVLOsWntGA,The most versatile and convenient cloud storage.,5,0,2.21.101.07.40,2021-04-06 17:54:30,,
gp:AOqpTOH3M0UNRnN0Vt6WzOZw6WvZE8FnrrUMe0qDxUqHeKf9q782IGcgxIMz5kzMdiRgDM8Z3kCTYWKUY3PqQg,Simon Sagala-Mulindwa,https://play-lh.googleusercontent.com/a-/AOh14GgA70TlTFNOdWq3qFO0RzfAxKqJN0Ou-jQAtl274g,Excellent App! Only the free version has remained at the same size since it was first introduced despite a drastic disproportionate increase in digital file sizes! Think about it before 01 June 2031.,5,14,2.21.047.02.33,2021-02-18 19:48:03,,
gp:AOqpTOHEfeOcI1uNsZff1nXn6h0yCnL05aLwBdo7TRbHGop-8Br37kznZyIVVUDwpRkexy_eUfhH27Q5mTBQgA,Srinivas Thatavarti,https://play-lh.googleusercontent.com/a-/AOh14GjflWsCAHWIJZjLvTxAwSpKLiYMkKmmpsDglGwrNg,"Excellent App for storing all types of files, from personal to official and any type of data files, also it's ease of storing and retrieving of files makes it a handy and useful app for everyone.",5,14,2.21.081.03.40,2021-03-11 18:18:16,,
gp:AOqpTOFnKWiMSi65UlFS-46YQjA6cVpMMPr-w04CnKgHujf4Aa75wjKnHBCWsDEgt6OxD3bpvrrMqjZljSijrg,Asif Ali d,https://play-lh.googleusercontent.com/-iQz3OjqyKBw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmYdlACf8bNlcFl8belvITkHtLBVw/photo.jpg,This app vary best importantes pictures very easy hidden and mobile working is smooth mobile working is fast,5,0,2.21.101.06.44,2021-04-04 19:25:50,,
gp:AOqpTOEUT8TB_LHg93OI35Lj_Gyv8Cc08_K-ySOigJGUTGRnQrpSMhqEckQnK8TS3i2cAbCZfLYWC389L3LQpw,Oktawian Kielek,https://play-lh.googleusercontent.com/-PKc9t15F7lQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucksaXbxLpbhsxRmwRHWLz2DxZnyRA/photo.jpg,It doesn't complete uploads when running in background. Also percentage progress bar is gone when uploading data. Edit: I did cache and data wipe and it cured all the problem. 5 stars! Thanks!,5,8,2.21.041.03.45,2021-02-13 08:46:37,"Hi, Oktawian. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. You can also report feedback in the Google Drive app > Menu > Help & Feedback.",2021-02-13 01:18:03
gp:AOqpTOEPmcA0lLZRANSHzyfbGZxBD2wreIWeY3aNAWscZO7kNyBFpvJHzNrkSE9A9oyaGM-qeejE5TzWYTHzfw,Caroline Kendi,https://play-lh.googleusercontent.com/a-/AOh14GgY45b5uIbIh8Ennsqk9Fa2Ey5A4UiRUijc5jzm,This app is so cool. It helps me to get the homework l have been sent.,5,0,2.21.101.06.33,2021-04-13 14:31:59,,
gp:AOqpTOHqrihrHqKIEZUNEo0SDMe-jBJ0304oiL50iwDFSbvH2NcKaoSPMNDNN3jRUCxYJIm5qUk3mWlRk5BpYg,Ahmad Eko Purwanto,https://play-lh.googleusercontent.com/a-/AOh14GgP3wQ73WWzavmwwRQGu-DJZTCn3ForUcSae4gmbw,"Event when i set the upload to non wifi dependent, it still won't upload at all. Edited : Problem solved, its the cache, when i clear the cache, it worked normally.",5,3,2.21.081.03.40,2021-03-17 09:53:16,,
gp:AOqpTOHcrnXkRBP8PqauJRZ1GlFPRL6yB4p94lBqAwIVCkUeyWRrEN02IHddbQnr937qb6Ge8MQiWIjMskIpYA,Azad Pourhasan,https://play-lh.googleusercontent.com/-dYICgXeosI4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnkWHwxZYO_LxUxpjM9vfPCMZ_qhw/photo.jpg,This App is much more than just a cloud-based storage and syncing service.,5,1,2.21.101.06.34,2021-03-27 14:50:41,,
gp:AOqpTOHF66i4zH1hMQyNvepS5tSTgy0-By8BHTfwb-ZS1FH1-d7zOmnsBewvT6Vly8Kpj9XISyKNxdu1Ew8KNA,Ashfaq Baig,https://play-lh.googleusercontent.com/a-/AOh14GjrH8tglSddeOThd7jKWtcgXxDdedBEVuM4vHvo,Best app to recover your deleted app. If you saved those in google drive. Very helpful app of google.,5,1,2.21.101.06.45,2021-03-30 20:26:06,,
gp:AOqpTOFv9mO_21XAA9hbGbHkfninENnKMody5o2YMSWhWkkSidYqzz2u4dlmuZ3FglJBZ3GFn1yTqCc1nHpveA,S.K. DANBAMBU,https://play-lh.googleusercontent.com/-grYXQ3uyT0M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnWW6eRBxRsl_1WlddODoExzM9Daw/photo.jpg,"This app is exceptional. It's good to have this app because it keeps your documents, photos, and many more",5,3,2.21.081.03.34,2021-03-25 07:06:46,,
gp:AOqpTOE6WyAITVJFyqc9mItzKSC2ha_5XIkD9oiU0PRhoxNm4AVFzeTf-lgX0GMdPJl1Zv1w9PJsi_tMz1ukng,LD Lancaster,https://play-lh.googleusercontent.com/a-/AOh14Gi0aX2y1cT2oTEoCCa7nmpI1ZtvQCdfE33rsx2OwA,I depend on google Drive on several of my devices. Ivhave been with google since it first started.,5,0,2.21.101.06.34,2021-03-25 06:23:21,,
gp:AOqpTOGVTcio2GVsktWdD1UOi2JAQt7nSx7oaZCPSwKZTJxezM-eTd0AIvbw-Mxq1mvOcLmanK3prY8KEiMkfg,KoolK Gaming,https://play-lh.googleusercontent.com/a-/AOh14Gg-VuZQocDnrcG7zbg2UOEF-c-4hEegj2XNmEgPKQ,Love it... The best app EVER my BFF use it so much we have a chat document about 345 pages,5,1,2.21.101.06.43,2021-03-26 05:15:31,,
gp:AOqpTOEPEuzchpotw7TVsAaTUINDnKYGALWilZepozNnjmHJpu7L7wY19n8W5a0urFIVqoF9gQ5wmeeJVAUfOA,AIN'T SAD JUST FINE,https://play-lh.googleusercontent.com/-oBoZe_zhigs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckAegSfBJJxqd-XqbYZoQ0F08v7FQ/photo.jpg,I'd been using this 2years and still high quality i really like this app im speechless this i really lovr it thanks google drive u change my lives forever and now i lived no worries,5,2,2.21.121.05.34,2021-04-06 14:52:03,,
gp:AOqpTOGzOrX-P1XJyDFOwYSTCmVJvW6Fp0Y0oB3Tb54OC-5Dg9frb9F_dvW_r809QCB9Q81JBg0Ya8UyQRbztA,JeronG My,https://play-lh.googleusercontent.com/a-/AOh14Gig3t8hOL11ImzPJssce3RmFAuGntQxsfPjhQMoqg,Thank you bug crash is back to normal after the latest update,5,0,2.21.101.06.40,2021-03-24 14:17:19,,
gp:AOqpTOHmXMwyFnt-13P7r-IL_7aimRc1U1MYhJaddReVn5JG57uN_G_CjOE6Eg2o0lkieqAhojzDOircfOph0g,Ted Black,https://play-lh.googleusercontent.com/a-/AOh14GhM-gMBCityK2fjNuF_eDnih-CyvkUOfcMUBx0n,"Wow !! Describe my experience., eh ?? 😷.,,actually I'm in the process of updating this., as suggested., *** Termux app ., requires ,, good 'ol Googley Mr. DRIVE nuts here ., in it's process sequence.,, so ., yeah ., after all is enabled and BLA bla bla ...,etcetera etcetera etcetera.,, if i remember., I'll perhaps stop in and give ya thirsties the down low on my .,, LOL ha ha ..,, my ...,, "" experience ""., ....🤓.... $ - STAY SAFE .,, STAY NERDY ., BE GOOD .",5,9,2.21.041.03.30,2021-02-13 17:40:32,,
gp:AOqpTOHHiujIIrY1OJ5awbQNyIOFfAWwo7T9gI-QcpxrtQ1dJmhpgwYoYIZ_feFL8f3sqnKkaDDmVUgUM953rw,Joey J,https://play-lh.googleusercontent.com/-bjP1qFJAZCI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmALRWM38vHlHlgTGjgO1Bx0vQ2CQ/photo.jpg,Creep restoring photos videos documents songs whatever you have and it goes with you cuz it's connected to your Gmail account so any phone that you would get brand new sign into your account and everything's right there in your Google Drive that you had from before.,5,25,2.21.021.05.40,2021-02-06 16:48:22,,
gp:AOqpTOHCIhrYW9v6WReU0WhdyGoa_e_JJ5nsqw_DPsloRE8KhMcYe_Kff3Dfd_gbFoEdKD3twSVViSbuE_Evjg,mukesh Jain,https://play-lh.googleusercontent.com/-3USsQQTL6zU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclo6Glnjtzn5TugSUWRWeXFCmdbAQ/photo.jpg,It has a very good strorage system with good backup and a very wonderful app,5,0,2.21.121.05.45,2021-04-12 17:32:53,,
gp:AOqpTOEoBKJaQWx1eSpRwvecin-aIplCiHjRmZdvgqzpabB8bdSoGUTkzW8O9Z6aEHRB-Fc6-UBzeNMO3z2jzQ,Jr Zicafoose,https://play-lh.googleusercontent.com/a-/AOh14GirU7fQ7WYNRltA0Mfo7tWVJA7T9MSjvUpqr3aDFP8,Always easy to upload pics. Low to know glitches. Easy to share. Share controls set up in seconds. Love this app !,5,2,2.21.081.03.35,2021-03-23 22:17:59,,
gp:AOqpTOFaYSG4CAfsqcPLSBQcvp6FoRK79UCXpZ-NyfZD9ywPod8NqvDOx0b9zH-DZQl0ny5-vN04KvQEgbaN3A,Alan Farmer,https://play-lh.googleusercontent.com/-HNhTB1ZIUA4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckbLpITn-BRrq_hCLnTyKuHF6FwYQ/photo.jpg,Very easy to use and invaluable to have.,5,0,2.21.081.04.46,2021-03-22 14:06:48,,
gp:AOqpTOHrRZgnfkmM1wkEkHgJYegK-Oonk9ROGyTtJEILbUsJAP9vCAbSBPVDCkv8rBqKvFMO0NFnJdT3OogZFw,Riya Dey,https://play-lh.googleusercontent.com/-OFxZiB2Jn_k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmExnjRQQS12vpwtMjg72vCzEFwmw/photo.jpg,"A good application to keep all the files, documents and other multimedia safe and labelled. In some instance a one stop destination , where we get our all activities collected. In this , we have no chance of losing any document or so.",5,3,2.21.041.03.44,2021-02-23 08:15:28,,
gp:AOqpTOEHrhdszpjlSJuj-OeJh0hUt5-POEQqiGP0cv7S-5-TCWG_zD9KwHwZ6gcJ9vXLv79iOFbnn8IgWYCqXQ,Sri Heshan's Kitchen,https://play-lh.googleusercontent.com/a-/AOh14GjYDN-4SZBan1eic3kOUqbnR46JO71xsFbQ3XAl7Q,"At first when i opened a link in google drive, it says that this version is too old, please upgrade the new version. So, I closed and I updated. I tried again and it came. Super app",5,3,2.21.021.04.44,2021-01-27 06:55:54,,
gp:AOqpTOEdW1azc8LWM5MtvpBC3I42prU_QEZx8Sn7ZtRNkTZAUl05h05ERURnRgqqDPfuB_Ar2S3advxvhGj_Eg,Danny Stickel,https://play-lh.googleusercontent.com/a-/AOh14GgSJV6mEAp9lB_zMwc8_6eJVYg9E6HP5OPfwWU0jbA,I use Drive religiously. Why can I no longer scan multiple pages? I've reinstalled and eventually factory reset my device out of desperation but still no joy. Very disappointed. Is this feature gone?,5,12,2.21.047.03.45,2021-02-19 07:32:14,,
gp:AOqpTOGa0FGVs3BzVHkkJoSM9dHFOawcwWQOaJc3J097ZhJEZlngZrppTXJObP3_QLGfjwcKuDPLeamDj6mk-w,Ivore Mutsago,https://play-lh.googleusercontent.com/-gEmP8vgOzuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckDmE6iY4ao5EVajLlJM7tAPWqFjQ/photo.jpg,Very trustworthy..... When it comes to safe storage Google drive is the best,5,1,2.21.121.05.34,2021-04-13 02:24:12,,
gp:AOqpTOH-7PQwe_qPKDXHmXvdQ_mnfPU87P39N_PjvfuLlx0SiOwA_j64IqcOgjkYV3TpswSPU5RixM3AsUsZ7A,Harish Kumar,https://play-lh.googleusercontent.com/a-/AOh14GiDHXKYq3KD07eXGAoImzxho5E1WLDwOlb5IVFbtw,Very nice experience user friendly app. Love to use it and recommend to all my friends and family members.,5,0,2.21.081.03.45,2021-04-11 12:11:47,,
gp:AOqpTOH4X0JptCKYKaGr0nktrnXQL0pZGWANdwBg6paBJh0dv9SzpEbbgt6ZjfLQsPu6fdexhPsNqPg0o1TXoA,Abhinav Krishna,https://play-lh.googleusercontent.com/-T8rZCVWJ11s/AAAAAAAAAAI/AAAAAAAABAU/AMZuucm9KFqL7YrpKR8GHr5-jWR0E-TI2A/photo.jpg,It was good until a few weeks back but now it just stopped working it doesn't even open in settings it shows that isn't even installed even though it isn't if you fix this problem will give 5 stars,5,8,2.21.047.03.42,2021-02-21 13:47:08,"Hi, Abhinav. Could you try uninstalling and then reinstalling Drive app itself? Follow the steps here: https://goo.gle/2SoitJl. If this doesn't help, please visit our Community Forum for any additional assistance: https://goo.gl/DvMg7m.",2021-02-21 23:49:50
gp:AOqpTOH_Gpb9ZgBIwlglDrjc0ymIXpaAmY__zrRpnTDXqnKY-0mzPWMhoFedmNB--Z7nImEyWiDfF8qEuUeKfw,19CS025 GANESAN K,https://play-lh.googleusercontent.com/a-/AOh14GicE0sF_E1rr33NnRBls3lBHtotEkOD_JfqRUNOAQ,Drive works fine now . This acts as My life saver on times thankyou Google for such a great cloud storage. Now drive becomes more organized and bug free after every updates I could easily access the necessary on time...🤗❤️❤️,5,13,2.21.021.04.45,2021-02-09 11:19:39,"Hi, Ganesan. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2020-08-21 23:32:21
